Channel,AuthorID,Author,Date,Content,Attachments,Reactions,sentiment
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-11-07 20:23:00,"You can still submit, if there are penalties you will be informed",,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],630218977431519252,icetee4eva#9096,2022-11-15 17:22:00,"Good day everyone. As a fresh Applied Mathematics (data science concentration) graduate from my master's study with experience in full-stack web development, I would love to work with a team to gain hands-on experience with the ocean protocol and Web3 or any form of data analytics project. If you need a team member, you can reach out to me. Visit my blog https://prablordeppey.github.io for more information or get intouch with me.",,,0.9169
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],782929693446897695,realdatawhale,2022-11-17 22:39:00,"For more participation:

https://twitter.com/realdatawhale/status/1593249429980446720?s=46&t=GfurIoTAObrRjzwm-1WUsw",,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-11-18 21:56:00,"**Predict ETH Prices 📈 and get $OCEAN Rewards!**💰
""📣Are you a passionate DeFi enthusiast looking to earn crypto rewards? 👀 

💸 Ocean Protocol 🌊 is hosting the second Predict ETH 📈 crypto data challenge 🏆 to promote DeFi prediction models on the Ocean Market 💃🪩🕺 

Contestants need to predict the price of ETH for 12 hours into the future, submit price predictions, and describe the solution for a chance to win 🏅 up to equiv. $2500 USD in $OCEAN! 🤑🤑🤑

Submit here: https://questbook.app/explore_grants/about_grant/?grantId=0x9f248741962aaf27bd10f2c50aeec2d13f343611&chainId=137&utm_source=Questbook 
Read more : https://blog.oceanprotocol.com/ocean-protocol-challenge-predict-eth-price-2nd-edition-9400212a30db""",,"❤️ (1),😇 (1)",0.9635
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-11-23 01:32:00,"Great workshop today by @Jaime and @yoav8888 who took us through a LIVE simulation of ETH Predict. 

Here is the link to the README for those of you that are interested in participating to the next challenge. 

https://github.com/oceanprotocol/predict-eth/blob/main/challenges/main2.md",,,0.7964
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-11-23 01:33:00,"Also make sure to attend the next workshop next week for another ETH predict example, and hot Q&A session https://discord.com/events/612953348487905282/1044530589895753748  😎",,,0.3182
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],782929693446897695,realdatawhale,2022-11-24 18:47:00,https://twitter.com/realdatawhale/status/1595728675839873024?s=46&t=-LhG3yNKadaoauS1xaRdEQ,,❤️ (3),0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-11-29 22:39:00,"@📊Data scientist 

Do you know who Alice is? 🤔

You all have heard about her... her name is Alice... she is all around our README... remember alice.wallet? 😎 💃 

But... Have you ever wondered... who she really is? ⁉️

In today's ETH Predict workshop we will finally unveil the mystery. Who knows, you might be surprised. Are you really going to miss meeting Alice? 🪩 

Join us here in 20 min 👇❤️ 
https://discord.com/events/612953348487905282/1044530589895753748",,🥳 (2),0.4933
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],821257773471236106,correlator,2022-12-02 01:11:00,"Is this challenge active ?: https://blog.oceanprotocol.com/introducing-the-latest-ocean-data-challenge-storage-network-energy-consumption-6316b1045cac
Can't access the links to the datasets.",,,0.4588
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],934935088381169674,Equanikus#1962,2022-12-02 11:16:00,"These Data Challengers are a great idea, however, being a newbie at this, I find that they are way out of my league...Then, are they for those who are experts, Ph.Ds... or for anyone interested in Data manipulation?  Anybody??😵‍💫",,,0.7608
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],821257773471236106,correlator,2022-12-02 20:29:00,This seems dead. Nobody submitting any proposals on Questbook.,,,-0.6486
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],780159213049479179,idiom_bytes,2022-12-03 07:36:00,"i believe submissions tend to come in later in the timeline, as participants are working on them to improve their performance",,,0.4404
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],821257773471236106,correlator,2022-12-03 12:30:00,why are the dataset links not working,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],780159213049479179,idiom_bytes,2022-12-04 01:30:00,Problem with cloudfare. I believe it's resolved now.,,,-0.25
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],811585868619317288,ronald72,2022-12-08 02:55:00,"The details for the Storage Network Energy Consumption challenge are not loaded (504 Gateway Time-out). I am planning to submit my work for this, but I need the details to ensure I am submitting my proposal the right way...",https://cdn.discordapp.com/attachments/993828971408003152/1050123494945476648/image.png?ex=65df81b7&is=65cd0cb7&hm=b76dbcb0412be9c7d33e333fd5d02e7bb12df5063ec0a24b8249ebc53a298560&,,0.6249
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-12-08 13:28:00,"Hi Ronald, thanks for reporting. I’ve informed the Questbook team of the issue and they’re investigating. I’ll keep you updated as soon as I hear back.",,,0.4404
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-12-08 13:36:00,"Update: Seems like an issue with the IPFS endpoint they are using.
Could you hard refresh (Command + R) and load the page once again? Should be working now.",,,0.2732
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],811585868619317288,ronald72,2022-12-08 13:53:00,"Hi Andrea, thanks for addressing this. Just checked and indeed it’s working again.",,💯 (1),0.4404
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-12-08 14:49:00,Best of luck with the submission! 🚀,,👍 (1),0.8172
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-12-09 01:55:00,"⏰ The deadline for the Storage Network Energy Consumption💡#data challenge has been EXTENDED to Dec 14 23:59PM UTC, so you have more time to get those entires in!

💰$6K(in OCEAN) 

All valid entires are rewarded 500 OCEAN ✅",,,0.7088
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],808671023276883998,fedotov_am,2022-12-11 00:50:00,"Hi, guys i have made a blog post summarising findings from the Filecoin Challenge, please have a look and comment on twitter
https://dspyt.com/Filecoin_analysis",,❤️ (1),0.3818
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],811585868619317288,ronald72,2022-12-14 16:20:00,"Hi, I am trying to submit my proposal for the Storage Network Energy Consumption Data Challenge. When I enter my Wallet address, it keeps complaining it is an invalid address on Optimism Mainnet. I am quite sure the address is a correct ERC20 wallet address (tried with and without the 0x) and it seems to exist perfectly fine on Optimism Mainnet as well (checked on the block explorer). Is this a broken field validation or am I overlooking something?",,,0.8949
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],811585868619317288,ronald72,2022-12-14 21:02:00,Just to be sure I meet the deadline I have submitted my proppsal with a valid ERC-20 address even though field validation gave a warning.,,,-0.0258
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-12-15 13:06:00,"Thank you Ronald, I’ll contact the Questbook team and investigate this. Glad you managed to submit via mainnet!!",,,0.7639
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2022-12-15 14:51:00,"Hi Ronald, this is fixed as of now.
The issue arose because there was no safe added",,,0.1779
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],811585868619317288,ronald72,2022-12-15 16:11:00,"Great - thank you! I did already submit, hope you received my submission in time and in good order",,💯 (1),0.9134
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],939491779110117407,sortoite,2022-12-30 05:41:00,Are there any current ongoing challenges?,,,0.0772
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],780159213049479179,idiom_bytes,2022-12-30 09:36:00,Yes!,,,0.4574
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],780159213049479179,idiom_bytes,2022-12-30 09:36:00,"The predict-eth challenge will be an ongoing thing.
https://github.com/oceanprotocol/predict-eth",,,0.0772
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],780159213049479179,idiom_bytes,2022-12-30 09:37:00,"Dmitra Phase 2 has also kicked off.
https://twitter.com/oceanprotocol/status/1608513098100674561",,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],939491779110117407,sortoite,2022-12-30 19:56:00,Thanks for update. I will look over,,,0.4404
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],378499362730409984,bhalisa,2022-12-31 19:48:00,This challenge is done. The tweet is about reflecting on the month of Sept. 2022.,,✅ (1),0.0772
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],378499362730409984,bhalisa,2023-01-03 16:47:00,Was not the Gitcoin data challenge supposed to commence yesterday?,,,0.0772
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-01-03 19:45:00,"The Ocean Gitcoin data challenge will kick off on Thursday, announcement to come on Jan 5th  😎 

CC: @Sortoite",,🤘🏾 (2),0.0772
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],939491779110117407,sortoite,2023-01-04 20:26:00,"Happy New Year!!!
Thanks for noticing.",,"partyweeb (1),🎉 (1)",0.8164
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],939491779110117407,sortoite,2023-01-04 20:27:00,@Andrea | Ocean Protocol,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-01-04 20:50:00,Happy New Year guys! Let’s make waves in 2023 🏄‍♂️ 🌊,,"🌊 (3),Oceancopy (3)",0.6114
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-01-05 22:19:00,"@📊Data scientist  

The Ocean <> Gitcoin Hackathon is finally live!! This will be a fun challenge to defend Web3 and data decentralisation 😎 

https://twitter.com/oceanprotocol/status/1610992491767136265?s=46&t=wajHEgN2OK2JfNKMJAOmcA",,"👍 (3),🌱 (1),creepyblue_party (1)",0.6351
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],1038165665791619172,Tal_Sls#7180,2023-01-08 00:58:00,What are exactly data challenges ?,,,0.0772
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-01-08 02:48:00,"Data Challenges are a great way to use data to find insights for business intelligence and/or create predictions models. 

The Ocean <> Gitcoin data challenge particularly aims at incentivizing the Web3 data science community to create anti-sybil algorithms using the Ocean technology. 

If you and others are looking to team up with other participants from Gitcoin, enter their Discord here: https://discord.gg/F7P6CReWee",,👍 (2),0.8519
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],1038165665791619172,Tal_Sls#7180,2023-01-08 03:59:00,Thanks!,,👍 (1),0.4926
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],827738895785263144,0xmagic,2023-01-10 07:43:00,Hello,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-01-10 12:23:00,Welcome Ser 🤝,,,0.4588
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-01-10 12:23:00,"Hey guys, for those of you partecipating in the Gitcoin Hackathon and using Ocean to decentralize submissions and creating anti-sybil legos we have organised a twitter spaces with them 👇🏼 

https://twitter.com/OpenDataforWeb3/status/1612567865730961408?s=20&t=ZAEd034KY9L2IgNFk-FKQQ",,👍 (2),0.296
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],646036681371156500,lucanew,2023-01-17 06:36:00,"Hi :Oceancopy: !
I am setting up all the configuration to perform the challenge (ETH-predict). However, I have a problem when running a test script (https://github.com/oceanprotocol/ocean.py/blob/main/READMEs/setup-remote.md). What is the right channel / Discord to ask this type of question? Thanks",,,-0.3595
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-01-17 22:20:00,"Hi luca, best would to ask  @White Rider so she can point you in the right direction but I’d say to send a message in #💻︱dev-support-old",,✅ (1),0.3818
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],646036681371156500,lucanew,2023-01-17 22:25:00,Thank you for your answer !,,,0.4199
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],843831770062913568,white_rider_,2023-01-17 22:27:00,Hi @lucanew 👋 What problem are you facing?,,,-0.4019
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-01-19 22:50:00,"@📊Data scientist 😎 

Many of you have been regularly participating to the Ocean Data Challenges and providing valuable feedback on how to improve the process as well our internal libraries. 

We have listened! As some of you have requested, I'd like to announce and extend my invite to you all of you here to join our first closed Alpha release of Desights.AI: https://desights.ai/ - the new data competition platform by @Manan and built using Ocean’s technology. 

For now, access to Desights AI is via invitation only. Desights AI will be the go-to platform for all Ocean Data Challenges and partner challenges in the future, starting from Predict ETH 3 that just went live on Monday. You can check it out here - https://desights.ai/shared/challenge/1

The long-term objective is to provide a simplified decentralised platform that handles ML ops for you while you control the ownership and get paid royalty for your creations. This platform will also facilitate you to socialise with like minded individuals and co-create with them. 

If you are interested in joining and want to claim your invite, enter their Discord (https://discord.com/invite/uBhKRmQ5H6) and ask @Manan for an invite.

🏆",,"🔥 (4),🚀 (1),🎉 (1)",0.9678
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],782929693446897695,realdatawhale,2023-01-23 22:20:00,"Here’s a launch teaser for the new Desights challenge

https://twitter.com/realdatawhale/status/1617526881968095233?s=46&t=49lr7lnDnlbXFSuSDXUaVg",,🤍 (1),-0.1779
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],523535807588466694,jeugregg,2023-01-31 16:29:00,Hi! I have to ask for access on Desights AI discord? I have to give them my wallet address?,,,-0.5191
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],843831770062913568,white_rider_,2023-01-31 17:29:00,"Hello 👋 Desights just launched so you need to join their discord, share your wallet address and get an invitation. https://discord.com/invite/uBhKRmQ5H6",,👍 (1),0.296
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],831140226247163924,bryhen22,2023-02-05 09:33:00,"hello, good day. regarding the ocean data challenge: Air quality in Catalonia. I already purchased the data on ocean market, how do I use it to build a model/algorithm?",,💚 (1),0.4939
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],831140226247163924,bryhen22,2023-02-05 09:34:00,@Andrea | Ocean Protocol,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],718863795581091851,bharathballamudi,2023-02-06 15:12:00,"Hi all, I have installed ocean-lib but not able to connecting to barge and other services. Can someone help me. https://github.com/oceanprotocol/ocean.py/issues/1313",,,0.5499
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-08 00:01:00,"That's strage, @Maria | Ocean Protocol could you help here?",,,0.4019
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-08 00:03:00,"If you're keen to dive deeper into python check out W3Schools, they got some great resources there: https://www.w3schools.com/python/python_intro.asp",,,0.765
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],491398040729681930,carmina19,2023-02-08 00:48:00,"Hello there 👋🏼, that seems strange because we do not use barge in WSL, because it behaves strangely. My suggest for this is to install ocean-lib and start barge in an Ubuntu virtual machine (that’s how I do it for work). I saw that @White Rider assigned herself on that issue and she will come back with a response on that PR as well.",,🙏 (1),-0.2263
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],843831770062913568,white_rider_,2023-02-08 01:57:00,"Hello 👋 We do have a few issues reported with running barge on windows and mac m1 machines. We're still investigating what can be done. In the meantime, as @Maria | Ocean Protocol directed you, please use a ubuntu virtual machine. 
But I am wondering, why are you setting up barge locally? I am asking this because if you just want to submit to the data challenges we have right now, you can skip the local setup and run the remote one",,🤙🏼 (2),0.3716
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],718863795581091851,bharathballamudi,2023-02-08 08:26:00,Thanks @White Rider . I don’t have Matic bought yet. I was gonna have to wait couple of days before I can buy them. I thought I could setup locally in the meantime,,,0.4404
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],843831770062913568,white_rider_,2023-02-08 16:49:00,"You can use a test network like Mumbai. You can get tokens easily by using one of the faucets. For instructions, go here: https://github.com/oceanprotocol/ocean.py/blob/main/READMEs/setup-remote.md#3-get-fake-matic-on-mumbai",,,0.5994
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],718863795581091851,bharathballamudi,2023-02-08 17:36:00,Started a thread.,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],997213548314890281,k03t,2023-02-12 15:12:00,"hello, i'm trying to set environment for ETH challenge, accroding to https://github.com/oceanprotocol/ocean.py/blob/main/READMEs/setup-local.md, i already run Barge in WSl2 ubuntu, then after that when i execute in python: `from ocean_lib.web3_internal.utils 
import connect_to_network (""development"") `
>  i getting this error 
> ` File ""/mnt/f/Ocean_project/venv/lib/python3.8/site-packages/brownie/network/rpc/ganache.py"", line 111, in get_ganache_version >     ganache_version_proc = psutil.Popen([ganache_executable, ""--version""], stdout=PIPE) >   File ""/mnt/f/Ocean_project/venv/lib/python3.8/site-packages/psutil/__init__.py"", line 1316, in __init__ >     self.__subproc = subprocess.Popen(*args, **kwargs) >   File ""/usr/lib/python3.8/subprocess.py"", line 858, in __init__ >     self._execute_child(args, executable, preexec_fn, close_fds, >   File ""/usr/lib/python3.8/subprocess.py"", line 1704, in _execute_child >     raise child_exception_type(errno_num, err_msg, err_filename) > FileNotFoundError: [Errno 2] No such file or directory: 'ganache-cli' > `
> Any clue about that?",,,-0.6155
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],997213548314890281,k03t,2023-02-12 15:31:00,"oh, its ok now, after i pulled Barge node completely",,,0.296
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],997213548314890281,k03t,2023-02-12 15:43:00,"now i got another : `WARNING:urllib3.connectionpool:Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7faa84e0b310>, 'Connection to 172.15.0.5 timed out. (connect timeout=30)')': /` 😢",,,-0.4767
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],843831770062913568,white_rider_,2023-02-12 18:22:00,"Hello, if you want to have the setup for the eth challenge, you don't need barge, you can use the remote setup directly: https://github.com/oceanprotocol/ocean.py/blob/main/READMEs/setup-remote.md.
Barge is used to have all the components run locally but if you just want to submit to the challenge, you don't need it",,👍 (1),0.296
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],997213548314890281,k03t,2023-02-12 21:17:00,"thanks, Ana, i'm trying to work on Catalonia challenge now, which is more complicated, ETH challenge looks like simpler",,,0.7184
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],491398040729681930,carmina19,2023-02-13 16:33:00,"Hello @ottoka, can you stop the barge and run this script https://github.com/oceanprotocol/barge/blob/main/cleanup.sh and after give it one more try? If this does not solve the error, then there is an issue with barge running on WSL2 and maybe you can try on an Ubuntu virtual machine instead of WSL.",,,-0.1366
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],523535807588466694,jeugregg,2023-02-13 17:09:00,"Hi! I would like to know if the data here are updated continuously? if yes, What is the frequency? https://github.com/oceanprotocol/predict-eth/blob/main/examples/get-ethdata-ocean-thegraph.md",,,0.7052
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],523535807588466694,jeugregg,2023-02-13 17:13:00,same question for https://github.com/oceanprotocol/predict-eth/blob/main/examples/get-ethdata-ocean-binance.md,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],997213548314890281,k03t,2023-02-13 18:18:00,"executed the script, alas, ""ocean = Ocean(config)"" has timed out on http://172.15.0.5:5000",,,-0.2732
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],997213548314890281,k03t,2023-02-13 18:27:00,"isn't the Ocean Barge using docker engine? if that the case, how the barge will behave inside of Ubuntu docker vm, anybody tried this?",,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],843831770062913568,white_rider_,2023-02-13 19:55:00,"Hello, yes that is live data as under the hood uniswap-v3-subgraph and binance apis are used. So each time you download this asset, you will get the latest data available",,"🚀 (2),👍 (1)",0.6783
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],334915834856341516,baghold,2023-02-18 08:36:00,Delete this. You posted your private key.,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],611714304395182100,feifwoefi,2023-02-18 08:41:00,"Oh ok, thanks. Thought that was a public key🤦‍♂️",,,0.6249
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-18 22:21:00,"@📊Data scientist 

⏳ **  ~36 hours until ETH Price Prediction Round 3 expires**⏳ 

>   **Important** All accepted submissions (not only winners) gets some **OCEAN** 💰 tokens. 
> **Bonus **- All accepted Submissions will also win **Achievements NFTs** 🖼️ (your on-chain reputation) via DesightsAI

So do submit __even if it's not the winning entry.__

Good luck with your algos! 🚀🍀",,,0.8864
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],713517832469479436,wetdog_jose,2023-02-19 01:09:00,price prediction should be open or close price of the hour?,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-19 01:48:00,"Hi Jose, it should be the close price of the hour",,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],713517832469479436,wetdog_jose,2023-02-19 01:57:00,Thanks for the info ☺️,,👍 (1),0.4404
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-19 03:24:00,No worries! Good luck with the submission,,,0.2942
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],261178349383188491,erengokkaya,2023-02-19 04:47:00,"Guys I want to learn do this, what sources do you recommend to check out first? Not in context of this challenge.",,,0.4897
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],523535807588466694,jeugregg,2023-02-19 06:40:00,"Hi! when I put file on Ardive, it is very long to have the link url ? my file is still in pending after 10 min. How can I  find the link before the end of the pending state?",,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-19 06:59:00,"Hi Jeug, check here: https://docs.oceanprotocol.com/using-ocean-market/asset-hosting",,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-19 06:59:00,You can publish with arweave.app too,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],955744627481255976,awesomeQA#0813,2023-02-19 06:59:00,N/A,,"👍 (1),👎 (2)",0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],611714304395182100,feifwoefi,2023-02-19 09:27:00,How do we get arweave tokens? I've been trying pybundlr but can't get it to work. The faucet thinks I'm a bot,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],611714304395182100,feifwoefi,2023-02-19 09:36:00,Brave,,,0.5267
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],611714304395182100,feifwoefi,2023-02-19 12:59:00,"When we submit our algo as an ocean asset, does the function need to be structured a certain way so that other people can run the algo on their data?",,,0.5574
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-20 16:32:00,"Predict-ETH Round 3 has ended and a record of 24 submissions have been registered! 

Congratulations to everyone who was able to participate in this round! 🎉 

**What’s next?**

Once all submissions have been reviewed, winners will be announced. 

All accepted submissions (not only winners) will get some **OCEAN**  tokens as rewards.

More info coming next week! 

Stay tuned Oceaners 🚀 🌊",,🚀 (5),0.9198
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],142719960727289856,enjoyor,2023-02-21 00:12:00,When are we going to know accepted submissions?,,,0.2732
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-21 00:14:00,"If your submissions is valid (not empty or copy/pasted from others) it’s most luckily going to be accepted. 

We’ll announce winners and accepted submissions probably next week!",,,0.855
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],142719960727289856,enjoyor,2023-02-21 00:15:00,"Awesome, thanks, loved participating!",,🙏🏻 (1),0.9041
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],804604311015129089,doteth,2023-02-21 00:16:00,"We’re already working on the next one. It’ll be slightly different, but still aimed at predicting ETH price so stay tuned! 🚀",,🚀 (4),0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],654815213341638656,ialberquilla,2023-03-04 02:22:00,"How can I participate in the liquidity provision data challenge? I have seen the challenge at desights but not sure where to get the historical data, how to submit the algorithm...",,,-0.2831
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],881305463831007272,nickscavuzzo33,2023-03-07 04:58:00,Hey @ialberquilla great question. @Christian_Casazza @Stingray  can you offer some guidance on getting started ?,,,0.6249
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],915489562996912168,rayocean,2023-03-07 15:00:00,"Hey @ialberquilla! We added a new section on the challenge page on Desights, called ""Data Sources."" Let me know if it helps. Here are the suggestions:

You can obtain and use data from anywhere in the DeFi ecosystem, aggregators or even directly from ethereum nodes. There are many sources -like Querying ethereum node using Alchemy API, etc.- but here are some popular recommendations:

Dune Analytics - https://dune.com/browse/dashboards
DeFillama - https://defillama.com/
FlipsideCrypto - https://flipsidecrypto.xyz/
Uniswap - https://info.uniswap.org/",,,0.7712
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],523535807588466694,jeugregg,2023-03-07 18:40:00,I am wondering why I cannot see my proposal on https://desights.ai/ for Predict-ETH Round 3  🫣 . it is normal? I think I have done everything needed...,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],857435508518682645,christian_casazza,2023-03-11 01:53:00,@Manan,,,0.0
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],493130689709867008,innopreneur,2023-03-11 01:57:00,This query was resolved days ago on Desights discord. Thanks for tagging though,,,0.2263
Ocean Protocol - ECOSYSTEM - 📊︱data-science-hub [993828971408003152],1017492972356513942,_cryptop_,2023-03-30 05:57:00,How many timesteps ahead would you like a prediction for?,,,0.3612
